"ID";"DTM";"P";"T";"RM"
"HRADISTE";1943-04-15;67.18;7.047;49.607
"HRADISTE";1943-05-15;99.3;10.013;38.229
"HRADISTE";1943-06-15;96.64;12.598;29.868
"HRADISTE";1943-07-15;98.16;15.105;24.698
"HRADISTE";1943-08-15;95.33;16.858;19.52
"HRADISTE";1943-09-15;47.47;12.814;11.483
"HRADISTE";1943-10-15;61.08;8.312;12.056
"HRADISTE";1943-11-15;32.51;-0.079;15.064
"HRADISTE";1943-12-15;46.27;-3.022;15.313
"HRADISTE";1944-01-15;23.55;-0.292;19.023
"HRADISTE";1944-02-15;11.71;-4.6;16.466
"HRADISTE";1944-03-15;39.2;-1.64;18.774
"HRADISTE";1944-04-15;50.78;5.636;26.369
"HRADISTE";1944-05-15;55.09;9.596;16.117
"HRADISTE";1944-06-15;118.72;12.276;21.014
"HRADISTE";1944-07-15;125.87;15.214;24.291
"HRADISTE";1944-08-15;62.3;17.492;11.689
"HRADISTE";1944-09-15;108.46;11.501;18.423
"HRADISTE";1944-10-15;5.24;7.674;8.327
"HRADISTE";1944-11-15;58.89;1.03;16.686
"HRADISTE";1944-12-15;12.77;-4.748;13.526
"HRADISTE";1945-01-15;60.17;-8.383;9.55
"HRADISTE";1945-02-15;90.64;0.569;51.469
"HRADISTE";1945-03-15;92.99;3.276;69.169
"HRADISTE";1945-04-15;70.46;6.563;38.885
"HRADISTE";1945-05-15;89.01;12.26;32.048
"HRADISTE";1945-06-15;165.02;15.062;51.913
"HRADISTE";1945-07-15;187.74;16.9;63.212
"HRADISTE";1945-08-15;44.32;15.482;26.927
"HRADISTE";1945-09-15;51.19;11.716;20.701
"HRADISTE";1945-10-15;80.19;6.783;21.657
"HRADISTE";1945-11-15;66.68;0.456;32.445
"HRADISTE";1945-12-15;41.23;-2.279;26.351
"HRADISTE";1946-01-15;37.54;-6.652;20.234
"HRADISTE";1946-02-15;64.3;-0.371;23.513
"HRADISTE";1946-03-15;41.42;2.407;49.828
"HRADISTE";1946-04-15;70.64;8.225;41.755
"HRADISTE";1946-05-15;97.63;13.345;30.323
"HRADISTE";1946-06-15;97.73;14.126;24.84
"HRADISTE";1946-07-15;71.7;17.06;17.007
"HRADISTE";1946-08-15;105.49;15.658;15.641
"HRADISTE";1946-09-15;72.92;12.685;10.736
"HRADISTE";1946-10-15;61.43;4.045;15.28
"HRADISTE";1946-11-15;76.9;0.139;31.479
"HRADISTE";1946-12-15;56.43;-6.148;20.135
"HRADISTE";1947-01-15;51.9;-9.281;14.901
"HRADISTE";1947-02-15;144.16;-8.074;11.342
"HRADISTE";1947-03-15;7;0.918;17.534
"HRADISTE";1947-04-15;3.81;7.989;61.054
"HRADISTE";1947-05-15;49.95;12.207;31.207
"HRADISTE";1947-06-15;116.41;15.087;31.167
"HRADISTE";1947-07-15;136.64;17.129;32.961
"HRADISTE";1947-08-15;119.73;15.992;29.854
"HRADISTE";1947-09-15;22.27;14.735;13.936
"HRADISTE";1947-10-15;63.58;4.805;14.534
"HRADISTE";1947-11-15;53.66;2.94;22.738
"HRADISTE";1947-12-15;64.37;-1.959;20.781
"HRADISTE";1948-01-15;26.85;-0.533;22.676
"HRADISTE";1948-02-15;64.97;-3.244;20.799
"HRADISTE";1948-03-15;26.15;2.25;40.587
"HRADISTE";1948-04-15;49.85;7.563;30.793
"HRADISTE";1948-05-15;25.12;12.631;18.338
"HRADISTE";1948-06-15;69.86;13.08;15.798
"HRADISTE";1948-07-15;73.86;14.136;12.336
"HRADISTE";1948-08-15;20.22;14.911;7.99
"HRADISTE";1948-09-15;7.89;12.721;6
"HRADISTE";1948-10-15;8.48;6.798;4.567
"HRADISTE";1948-11-15;23.23;0.983;3.521
"HRADISTE";1948-12-15;69.85;-4.245;2.641
"HRADISTE";1949-01-15;82.31;-2.799;2.01
"HRADISTE";1949-02-15;94.83;-1.904;1.53
"HRADISTE";1949-03-15;43.43;-0.89;1.165
"HRADISTE";1949-04-15;40.35;7.652;65.787
"HRADISTE";1949-05-15;88.49;10.982;39.349
"HRADISTE";1949-06-15;114.38;12.415;35.305
"HRADISTE";1949-07-15;149.36;15.43;43.873
"HRADISTE";1949-08-15;135.23;14.259;43.875
"HRADISTE";1949-09-15;29.09;13.468;21.824
"HRADISTE";1949-10-15;46.96;7.428;17.44
"HRADISTE";1949-11-15;57.01;1.541;25.69
"HRADISTE";1949-12-15;79.87;-0.523;24.544
"HRADISTE";1950-01-15;29.66;-5.488;19.742
"HRADISTE";1950-02-15;23.53;-1.241;21.91
"HRADISTE";1950-03-15;54.88;2.654;56.391
"HRADISTE";1950-04-15;68.39;5.773;36.61
"HRADISTE";1950-05-15;192.56;12.291;72.564
"HRADISTE";1950-06-15;89.83;15.894;36.66
"HRADISTE";1950-07-15;113.79;17.345;31.382
"HRADISTE";1950-08-15;178.17;15.874;48.463
"HRADISTE";1950-09-15;27.27;11.787;21.443
"HRADISTE";1950-10-15;10.14;5.103;15.944
"HRADISTE";1950-11-15;25.31;0.601;12.448
"HRADISTE";1950-12-15;16.42;-4.533;9.199
"HRADISTE";1951-01-15;50.76;-2.245;13.104
"HRADISTE";1951-02-15;29.36;-0.604;16.872
"HRADISTE";1951-03-15;25.41;0.589;26.237
"HRADISTE";1951-04-15;35.83;5.505;12.922
"HRADISTE";1951-05-15;43.98;10.129;11.345
"HRADISTE";1951-06-15;27.05;13.927;7.92
"HRADISTE";1951-07-15;122.66;15.561;10.523
"HRADISTE";1951-08-15;65.64;16.296;6.136
"HRADISTE";1951-09-15;94.71;13.283;6.235
"HRADISTE";1951-10-15;69.7;5.528;9.045
"HRADISTE";1951-11-15;56.1;3.823;18.445
"HRADISTE";1951-12-15;47;-1.148;18.208
"HRADISTE";1952-01-15;37.04;-3.009;17.798
"HRADISTE";1952-02-15;31.93;-2.588;18.377
"HRADISTE";1952-03-15;42.97;-0.698;20.808
"HRADISTE";1952-04-15;36.89;8.559;27.87
"HRADISTE";1952-05-15;103.76;10.114;29.135
"HRADISTE";1952-06-15;88.42;13.873;21.11
"HRADISTE";1952-07-15;85.5;17.061;16.482
"HRADISTE";1952-08-15;116.39;16.828;15.841
"HRADISTE";1952-09-15;55.06;9.523;8.545
"HRADISTE";1952-10-15;4.21;5.798;5.049
"HRADISTE";1952-11-15;91.72;-0.246;3.928
"HRADISTE";1952-12-15;44.06;-4.392;6.953
"HRADISTE";1953-01-15;60;-3.712;9.199
"HRADISTE";1953-02-15;83.05;-2.691;11.879
"HRADISTE";1953-03-15;72.25;2.121;53.527
"HRADISTE";1953-04-15;44.38;7.108;81.142
"HRADISTE";1953-05-15;80.19;10.261;38.176
"HRADISTE";1953-06-15;118.53;14.227;38.867
"HRADISTE";1953-07-15;47.07;16.443;22.615
"HRADISTE";1953-08-15;86.03;14.443;19.214
"HRADISTE";1953-09-15;106.2;12.512;17.118
"HRADISTE";1953-10-15;65.64;8.967;20.968
"HRADISTE";1953-11-15;65.78;0.19;31.072
"HRADISTE";1953-12-15;44.6;-2.145;25.541
"HRADISTE";1954-01-15;34.49;-7.334;18.835
"HRADISTE";1954-02-15;45.35;-8.644;14.183
"HRADISTE";1954-03-15;16.05;2.625;34.469
"HRADISTE";1954-04-15;37.82;3.86;34.374
"HRADISTE";1954-05-15;61.08;9.92;20.11
"HRADISTE";1954-06-15;162.8;14.88;39.514
"HRADISTE";1954-07-15;168.84;13.364;52.204
"HRADISTE";1954-08-15;61.31;14.952;23.803
"HRADISTE";1954-09-15;17.81;12.938;16.079
"HRADISTE";1954-10-15;17.26;7.134;12.221
"HRADISTE";1954-11-15;78.5;0.07;15.896
"HRADISTE";1954-12-15;37.11;-0.252;18.2
"HRADISTE";1955-01-15;56.51;-5.17;15.201
"HRADISTE";1955-02-15;17.76;-3.505;15.884
"HRADISTE";1955-03-15;17.82;-1.482;18.255
"HRADISTE";1955-04-15;88.01;4.473;50.242
"HRADISTE";1955-05-15;137.71;9.331;49.961
"HRADISTE";1955-06-15;104.06;12.829;34.677
"HRADISTE";1955-07-15;198.78;15.327;68.573
"HRADISTE";1955-08-15;59.46;14.596;29.139
"HRADISTE";1955-09-15;83.87;12.02;24.974
"HRADISTE";1955-10-15;60.28;6.521;27.592
"HRADISTE";1955-11-15;15.72;0.979;20.051
"HRADISTE";1955-12-15;34.83;0.076;23.73
"HRADISTE";1956-01-15;58.16;-3.07;21.746
"HRADISTE";1956-02-15;84.9;-9.813;15.422
"HRADISTE";1956-03-15;24.66;-0.442;20.081
"HRADISTE";1956-04-15;72.46;4.913;76.531
"HRADISTE";1956-05-15;86.33;10.43;36.075
"HRADISTE";1956-06-15;147.72;12.15;51.816
"HRADISTE";1956-07-15;182.79;15.698;65.39
"HRADISTE";1956-08-15;165.2;14.38;66.063
"HRADISTE";1956-09-15;69.99;12.581;38.899
"HRADISTE";1956-10-15;32.5;6.636;29.088
"HRADISTE";1956-11-15;25.34;-1.03;27.392
"HRADISTE";1956-12-15;86.45;-1.974;26.226
"HRADISTE";1957-01-15;30.15;-4.078;22.91
"HRADISTE";1957-02-15;33;0.891;36.927
"HRADISTE";1957-03-15;51.64;4.142;54.218
"HRADISTE";1957-04-15;85.27;5.747;40.752
"HRADISTE";1957-05-15;42.17;7.998;26.724
"HRADISTE";1957-06-15;126.94;15.558;29.595
"HRADISTE";1957-07-15;107.95;16.285;23.107
"HRADISTE";1957-08-15;132.03;14.129;29.165
"HRADISTE";1957-09-15;22.1;10.94;12.817
"HRADISTE";1957-10-15;143.45;6.465;44.533
"HRADISTE";1957-11-15;39.17;2.205;30.55
"HRADISTE";1957-12-15;55.97;-2.466;27.414
"HRADISTE";1958-01-15;25.58;-4.294;23.689
"HRADISTE";1958-02-15;58.18;-0.571;25.381
"HRADISTE";1958-03-15;54.76;-2.929;23.215
"HRADISTE";1958-04-15;39.17;3.373;55.242
"HRADISTE";1958-05-15;35.79;13.442;23.956
"HRADISTE";1958-06-15;59.13;12.96;20.963
"HRADISTE";1958-07-15;246.46;16.184;69.224
"HRADISTE";1958-08-15;83.86;15.782;28.987
"HRADISTE";1958-09-15;102.87;12.601;33.665
"HRADISTE";1958-10-15;2.06;7.773;18.839
"HRADISTE";1958-11-15;40.47;2.61;17.438
"HRADISTE";1958-12-15;36.45;-2.24;18.578
"HRADISTE";1959-01-15;76.46;-3.077;18.255
"HRADISTE";1959-02-15;82.19;-3.898;17.295
"HRADISTE";1959-03-15;39.43;3.145;49.643
"HRADISTE";1959-04-15;70.75;7.243;60.808
"HRADISTE";1959-05-15;68.33;10.49;31.013
"HRADISTE";1959-06-15;165.68;13.659;51.605
"HRADISTE";1959-07-15;96.59;16.627;30.257
"HRADISTE";1959-08-15;118.96;15.143;28.116
"HRADISTE";1959-09-15;74.31;10.424;24.51
"HRADISTE";1959-10-15;76.68;5.58;32.849
"HRADISTE";1959-11-15;48.93;1.034;32.442
"HRADISTE";1959-12-15;58.18;-0.781;29.825
"HRADISTE";1960-01-15;47.61;-4.759;24.625
"HRADISTE";1960-02-15;21.49;-3.986;22.431
"HRADISTE";1960-03-15;35.06;1.507;41.331
"HRADISTE";1960-04-15;48.14;5.692;35.313
"HRADISTE";1960-05-15;96.91;10.674;30.498
"HRADISTE";1960-06-15;187.77;13.976;62.196
"HRADISTE";1960-07-15;178.66;14.165;64.728
"HRADISTE";1960-08-15;129.66;15.08;49.756
"HRADISTE";1960-09-15;7.38;11.314;26.834
"HRADISTE";1960-10-15;7.11;7.72;20.419
"HRADISTE";1960-11-15;36.42;2.957;16.115
"HRADISTE";1960-12-15;57.55;-1.49;12.233
"HRADISTE";1961-01-15;13.79;-4.46;13.131
"HRADISTE";1961-02-15;36.52;0.839;30.816
"HRADISTE";1961-03-15;35.04;3.824;21.86
"HRADISTE";1961-04-15;77.45;9.166;22.296
"HRADISTE";1961-05-15;112.95;8.736;32.635
"HRADISTE";1961-06-15;97.73;14.471;23.424
"HRADISTE";1961-07-15;83.96;13.773;17.249
"HRADISTE";1961-08-15;110.75;14.487;16.957
"HRADISTE";1961-09-15;48.8;13.569;8.854
"HRADISTE";1961-10-15;56.46;7.451;11.714
"HRADISTE";1961-11-15;47.57;1.49;18.806
"HRADISTE";1961-12-15;58.68;-3.988;16.05
"HRADISTE";1962-01-15;61.1;-2.538;17.326
"HRADISTE";1962-02-15;54.19;-2.511;17.995
"HRADISTE";1962-03-15;59.26;-2.386;18.635
"HRADISTE";1962-04-15;41.52;6.734;73.781
"HRADISTE";1962-05-15;168.6;8.305;75.502
"HRADISTE";1962-06-15;71.96;11.936;39.194
"HRADISTE";1962-07-15;68.74;13.753;29.897
"HRADISTE";1962-08-15;44.29;15.474;21.374
"HRADISTE";1962-09-15;70.3;10.689;17.214
"HRADISTE";1962-10-15;30.87;5.48;12.258
"HRADISTE";1962-11-15;59.31;1.105;14.944
"HRADISTE";1962-12-15;39.92;-7.191;10.293
"HRADISTE";1963-01-15;53.45;-8.704;7.649
"HRADISTE";1963-02-15;26.43;-8.602;5.822
"HRADISTE";1963-03-15;55.57;-0.563;12.64
"HRADISTE";1963-04-15;62.27;6.762;74.834
"HRADISTE";1963-05-15;94.3;10.042;36.523
"HRADISTE";1963-06-15;158.32;14.657;52.237
"HRADISTE";1963-07-15;46.1;16.358;25.138
"HRADISTE";1963-08-15;117.03;14.949;23.982
"HRADISTE";1963-09-15;57.4;12.67;15.644
"HRADISTE";1963-10-15;27.31;6.455;10.817
"HRADISTE";1963-11-15;65.34;5.53;18.598
"HRADISTE";1963-12-15;12.5;-6.009;13.232
"HRADISTE";1964-01-15;8.45;-6.156;11.651
"HRADISTE";1964-02-15;19.26;-2.871;14.106
"HRADISTE";1964-03-15;72.24;-2.106;16.068
"HRADISTE";1964-04-15;86.18;7.033;49.156
"HRADISTE";1964-05-15;78.08;11.29;24.297
"HRADISTE";1964-06-15;121.49;15.829;25.777
"HRADISTE";1964-07-15;73.99;16.494;15.539
"HRADISTE";1964-08-15;140.11;14.193;23.074
"HRADISTE";1964-09-15;47.57;11.689;10.651
"HRADISTE";1964-10-15;160.1;5.325;56.933
"HRADISTE";1964-11-15;38.72;3.294;33.454
"HRADISTE";1964-12-15;49.74;-2.496;29.676
"HRADISTE";1965-01-15;39.88;-1.032;29.018
"HRADISTE";1965-02-15;89.69;-5.726;23
"HRADISTE";1965-03-15;58.16;-0.137;25.664
"HRADISTE";1965-04-15;97.54;4.975;92.682
"HRADISTE";1965-05-15;190.5;8.981;101.842
"HRADISTE";1965-06-15;179.75;14.142;87.482
"HRADISTE";1965-07-15;91.94;14.535;51.941
"HRADISTE";1965-08-15;78.39;13.609;38.779
"HRADISTE";1965-09-15;57.07;11.529;28.417
"HRADISTE";1965-10-15;4.42;6.165;20.007
"HRADISTE";1965-11-15;42.75;-0.45;15.218
"HRADISTE";1965-12-15;43.77;0.441;32.198
"HRADISTE";1966-01-15;50.92;-5.755;17.357
"HRADISTE";1966-02-15;38.88;3.757;42.785
"HRADISTE";1966-03-15;56.57;1.143;31.044
"HRADISTE";1966-04-15;89.49;7.936;35.803
"HRADISTE";1966-05-15;64.36;11.144;24.536
"HRADISTE";1966-06-15;196.27;14.902;56.574
"HRADISTE";1966-07-15;144.7;14.628;45.937
"HRADISTE";1966-08-15;193.18;14.122;73.097
"HRADISTE";1966-09-15;62.87;11.843;35.632
"HRADISTE";1966-10-15;45.32;10.186;29.323
"HRADISTE";1966-11-15;49.14;0.522;33.641
"HRADISTE";1966-12-15;72.48;-0.8;30.674
"HRADISTE";1967-01-15;43.82;-2.653;27.6
"HRADISTE";1967-02-15;28.41;-0.158;28.439
"HRADISTE";1967-03-15;46.49;3.146;55.026
"HRADISTE";1967-04-15;73.87;5.239;37.964
"HRADISTE";1967-05-15;139.25;10.906;52.529
"HRADISTE";1967-06-15;116.1;13.775;40.097
"HRADISTE";1967-07-15;110.31;17.313;31.646
"HRADISTE";1967-08-15;104.21;14.911;24.495
"HRADISTE";1967-09-15;124.29;12.471;40.705
"HRADISTE";1967-10-15;25.54;9.645;20.265
"HRADISTE";1967-11-15;47.81;1.542;25.575
"HRADISTE";1967-12-15;44.32;-2.17;23.458
"HRADISTE";1968-01-15;55.7;-3.794;21.162
"HRADISTE";1968-02-15;17.35;-0.812;23.078
"HRADISTE";1968-03-15;25.32;2.555;36.744
"HRADISTE";1968-04-15;58.03;7.397;22.845
"HRADISTE";1968-05-15;85.54;10.335;22.202
"HRADISTE";1968-06-15;76.76;14.752;16.973
"HRADISTE";1968-07-15;129.04;15.012;19.543
"HRADISTE";1968-08-15;147.2;14.383;34.38
"HRADISTE";1968-09-15;77.47;11.307;23.384
"HRADISTE";1968-10-15;60.03;7.852;24.548
"HRADISTE";1968-11-15;28.23;2.167;21.2
"HRADISTE";1968-12-15;20.56;-4.566;18.786
"HRADISTE";1969-01-15;50.65;-3.133;18.885
"HRADISTE";1969-02-15;46.16;-3.545;18.177
"HRADISTE";1969-03-15;35.3;-1.015;20.524
"HRADISTE";1969-04-15;30.9;5.621;38.162
"HRADISTE";1969-05-15;78.6;12.922;22.594
"HRADISTE";1969-06-15;194.43;13.202;57.017
"HRADISTE";1969-07-15;68.26;16.584;24.843
"HRADISTE";1969-08-15;99.04;14.236;21.32
"HRADISTE";1969-09-15;41.87;12.41;13.347
"HRADISTE";1969-10-15;8.27;7.745;9.388
"HRADISTE";1969-11-15;66.31;3.291;10.988
"HRADISTE";1969-12-15;57.95;-6.461;8.293
"HRADISTE";1970-01-15;14.7;-4.243;10.106
"HRADISTE";1970-02-15;99.61;-2.686;12.697
"HRADISTE";1970-03-15;52.22;-0.491;16.735
"HRADISTE";1970-04-15;50.37;4.504;61.869
"HRADISTE";1970-05-15;98.15;8.753;55.574
"HRADISTE";1970-06-15;138.93;15.004;48.398
"HRADISTE";1970-07-15;66.54;15.687;28.034
"HRADISTE";1970-08-15;136.22;15.282;29.972
"HRADISTE";1970-09-15;49.4;11.399;16.904
"HRADISTE";1970-10-15;68.06;6.601;24.964
"HRADISTE";1970-11-15;80.83;4.121;37.782
"HRADISTE";1970-12-15;35.14;-2.219;28.956
"HRADISTE";1971-01-15;6.07;-3.582;25.447
"HRADISTE";1971-02-15;44.22;-1.942;25.073
"HRADISTE";1971-03-15;58.12;-1.623;24.735
"HRADISTE";1971-04-15;58.11;6.914;41.651
"HRADISTE";1971-05-15;97;12.313;29.176
"HRADISTE";1971-06-15;145.94;12.569;44.032
"HRADISTE";1971-07-15;60.1;16.43;22.25
"HRADISTE";1971-08-15;105.5;17.209;20.334
"HRADISTE";1971-09-15;98.91;9.774;19.531
"HRADISTE";1971-10-15;21.06;6.287;10.866
"HRADISTE";1971-11-15;52.85;1.495;20.982
"HRADISTE";1971-12-15;26.08;1.128;18.858
"HRADISTE";1972-01-15;19.29;-4.741;16.845
"HRADISTE";1972-02-15;49.69;-0.569;20.277
"HRADISTE";1972-03-15;15.46;3.488;19.504
"HRADISTE";1972-04-15;125.1;5.676;43.968
"HRADISTE";1972-05-15;90.17;10.266;30.51
"HRADISTE";1972-06-15;81.17;14.194;23.202
"HRADISTE";1972-07-15;193;16.024;49.689
"HRADISTE";1972-08-15;78.89;14.809;22.834
"HRADISTE";1972-09-15;66.1;8.804;19.478
"HRADISTE";1972-10-15;23.03;3.579;13.787
"HRADISTE";1972-11-15;41.89;2.279;20.009
"HRADISTE";1972-12-15;3.88;-2.785;13.587
"HRADISTE";1973-01-15;23.49;-2.934;15.824
"HRADISTE";1973-02-15;42.34;-1.637;17.907
"HRADISTE";1973-03-15;46.32;1.461;31.853
"HRADISTE";1973-04-15;49.58;3.482;21.058
"HRADISTE";1973-05-15;80.88;11.175;19.141
"HRADISTE";1973-06-15;168.79;14.2;45.133
"HRADISTE";1973-07-15;110.15;15.291;25.67
"HRADISTE";1973-08-15;26.71;16.009;12.879
"HRADISTE";1973-09-15;63.45;12.575;11.143
"HRADISTE";1973-10-15;24.38;4.977;7.431
"HRADISTE";1973-11-15;55.58;0.471;8.981
"HRADISTE";1973-12-15;23.96;-2.589;11.362
"HRADISTE";1974-01-15;37.1;0.269;22.102
"HRADISTE";1974-02-15;39.88;1.14;19.032
"HRADISTE";1974-03-15;18.86;4.62;12.798
"HRADISTE";1974-04-15;51.88;5.955;11.472
"HRADISTE";1974-05-15;162.72;9.354;47.351
"HRADISTE";1974-06-15;177.3;12.045;60.583
"HRADISTE";1974-07-15;157.49;14.369;55.52
"HRADISTE";1974-08-15;110.08;16.53;37.766
"HRADISTE";1974-09-15;36.79;11.726;22.311
"HRADISTE";1974-10-15;82.78;3.061;33.418
"HRADISTE";1974-11-15;57.91;1.918;35.689
"HRADISTE";1974-12-15;107.36;2.026;57.647
"HRADISTE";1975-01-15;27.63;1.314;39.76
"HRADISTE";1975-02-15;16.23;-1.662;32.337
"HRADISTE";1975-03-15;60.2;2.004;41.959
"HRADISTE";1975-04-15;33.39;5.075;24.392
"HRADISTE";1975-05-15;66.65;11.438;21.18
"HRADISTE";1975-06-15;232.66;12.916;71.775
"HRADISTE";1975-07-15;130.25;16.296;41.171
"HRADISTE";1975-08-15;87.84;15.766;26.939
"HRADISTE";1975-09-15;24.99;14.68;16.377
"HRADISTE";1975-10-15;72.38;6.053;17.559
"HRADISTE";1975-11-15;44.74;0.638;22.385
"HRADISTE";1975-12-15;34.38;-2.241;20.914
"HRADISTE";1976-01-15;81.08;-1.191;22.115
"HRADISTE";1976-02-15;17.03;-2.071;21.817
"HRADISTE";1976-03-15;13.89;-1.291;22.652
"HRADISTE";1976-04-15;58.3;5.661;37.257
"HRADISTE";1976-05-15;103.49;11.39;30.801
"HRADISTE";1976-06-15;52.78;15.19;18.714
"HRADISTE";1976-07-15;184.86;17.155;33.451
"HRADISTE";1976-08-15;94.41;12.743;22.211
"HRADISTE";1976-09-15;51.86;10.55;13.712
"HRADISTE";1976-10-15;78.58;8.045;26.332
"HRADISTE";1976-11-15;100.44;2.949;45.276
"HRADISTE";1976-12-15;26.04;-3.537;30.438
"HRADISTE";1977-01-15;52.48;-2.414;28.311
"HRADISTE";1977-02-15;73.42;0.432;55.89
"HRADISTE";1977-03-15;53.38;4.761;47.324
"HRADISTE";1977-04-15;77.21;4.511;40.5
"HRADISTE";1977-05-15;35.45;11.201;26.984
"HRADISTE";1977-06-15;63.47;15.027;21.916
"HRADISTE";1977-07-15;154.79;15.221;23.906
"HRADISTE";1977-08-15;224.62;14.507;70.352
"HRADISTE";1977-09-15;75.52;9.923;35.715
"HRADISTE";1977-10-15;23.44;7.913;23.344
"HRADISTE";1977-11-15;33;3.181;23.14
"HRADISTE";1977-12-15;47.18;-1.664;23.347
"HRADISTE";1978-01-15;23.37;-1.986;22.957
"HRADISTE";1978-02-15;27.61;-3.928;20.591
"HRADISTE";1978-03-15;28.7;2.927;30.693
"HRADISTE";1978-04-15;47.94;4.976;19.791
"HRADISTE";1978-05-15;92.86;9.481;24.446
"HRADISTE";1978-06-15;152.65;13.144;42.709
"HRADISTE";1978-07-15;81.43;13.97;22.329
"HRADISTE";1978-08-15;101.92;13.517;19.883
"HRADISTE";1978-09-15;60.75;11.139;14.213
"HRADISTE";1978-10-15;46.65;7.08;15.527
"HRADISTE";1978-11-15;25.54;1.233;15.065
"HRADISTE";1978-12-15;24.12;-1.366;16.671
"HRADISTE";1979-01-15;41;-6.27;13.31
"HRADISTE";1979-02-15;35.32;-1.932;16.432
"HRADISTE";1979-03-15;112.59;2.324;71.345
"HRADISTE";1979-04-15;86.53;3.986;44.641
"HRADISTE";1979-05-15;39.48;11.255;29.101
"HRADISTE";1979-06-15;176.49;15.964;43.293
"HRADISTE";1979-07-15;96.53;13.401;26.658
"HRADISTE";1979-08-15;115.76;13.752;30.795
"HRADISTE";1979-09-15;89.23;11.234;30.088
"HRADISTE";1979-10-15;19.21;5.354;17.297
"HRADISTE";1979-11-15;91.4;1.412;39.659
"HRADISTE";1979-12-15;37.47;2.071;31.901
"HRADISTE";1980-01-15;25.53;-5.387;25.274
"HRADISTE";1980-02-15;30.75;-0.095;27.364
"HRADISTE";1980-03-15;52.59;1.034;38.965
"HRADISTE";1980-04-15;148.61;2.865;65.258
"HRADISTE";1980-05-15;53.79;8.063;35.202
"HRADISTE";1980-06-15;106.12;13.275;32.963
"HRADISTE";1980-07-15;150.48;13.21;45.579
"HRADISTE";1980-08-15;82.18;14.736;25.983
"HRADISTE";1980-09-15;36.97;11.254;16.761
"HRADISTE";1980-10-15;76.72;5.756;24.078
"HRADISTE";1980-11-15;51.57;0.766;28.054
"HRADISTE";1980-12-15;18.68;-1.919;22.991
"HRADISTE";1981-01-15;42.47;-4.957;19.876
"HRADISTE";1981-02-15;17.16;-2.34;20.679
"HRADISTE";1981-03-15;46.31;5.034;32.809
"HRADISTE";1981-04-15;23.91;5.436;16.841
"HRADISTE";1981-05-15;73.05;11.289;16.067
"HRADISTE";1981-06-15;88.23;14.562;14.297
"HRADISTE";1981-07-15;217.95;14.761;48.358
"HRADISTE";1981-08-15;72.66;14.971;19.53
"HRADISTE";1981-09-15;133.91;11.959;38.319
"HRADISTE";1981-10-15;70.52;7.168;33.255
"HRADISTE";1981-11-15;66.33;2.86;38.89
"HRADISTE";1981-12-15;69.89;-3.81;29.714
"HRADISTE";1982-01-15;56.96;-5.86;24.019
"HRADISTE";1982-02-15;14.45;-3.281;23
"HRADISTE";1982-03-15;66.22;1.958;58.397
"HRADISTE";1982-04-15;31.48;3.56;46.338
"HRADISTE";1982-05-15;68.1;11.191;28.851
"HRADISTE";1982-06-15;102.33;14.676;26.405
"HRADISTE";1982-07-15;111.44;16.39;22.796
"HRADISTE";1982-08-15;103.09;15.592;17.84
"HRADISTE";1982-09-15;32.36;13.692;9.187
"HRADISTE";1982-10-15;40.53;7.467;7.337
"HRADISTE";1982-11-15;30.07;2.672;5.48
"HRADISTE";1982-12-15;64.6;0.364;22.026
"HRADISTE";1983-01-15;54.32;1.595;26.837
"HRADISTE";1983-02-15;48.12;-4.754;20.669
"HRADISTE";1983-03-15;26.25;2.304;33.466
"HRADISTE";1983-04-15;83.36;7.586;30.312
"HRADISTE";1983-05-15;76.24;11.059;22.431
"HRADISTE";1983-06-15;136.9;14.226;32.661
"HRADISTE";1983-07-15;66.64;18.546;17.13
"HRADISTE";1983-08-15;80.01;15.687;13.458
"HRADISTE";1983-09-15;36.87;11.97;8.501
"HRADISTE";1983-10-15;19.73;6.842;6.17
"HRADISTE";1983-11-15;19.21;0.127;4.717
"HRADISTE";1983-12-15;31.6;-2.699;3.491
"HRADISTE";1984-01-15;30.41;-1.671;2.657
"HRADISTE";1984-02-15;46.96;-2.781;5.773
"HRADISTE";1984-03-15;42.1;-0.261;12.157
"HRADISTE";1984-04-15;73.02;4.374;40.651
"HRADISTE";1984-05-15;92.68;9.599;26.189
"HRADISTE";1984-06-15;65.38;12.71;17.64
"HRADISTE";1984-07-15;104.71;14.165;17.57
"HRADISTE";1984-08-15;85.11;14.609;12.774
"HRADISTE";1984-09-15;117.29;10.968;23.753
"HRADISTE";1984-10-15;29.04;7.773;11.667
"HRADISTE";1984-11-15;26.01;2.619;13.23
"HRADISTE";1984-12-15;21.51;-1.96;14.694
"HRADISTE";1985-01-15;40.38;-8.043;10.023
"HRADISTE";1985-02-15;25.35;-6.291;9.515
"HRADISTE";1985-03-15;60.76;0.73;38.664
"HRADISTE";1985-04-15;57.66;5.464;37.029
"HRADISTE";1985-05-15;139.46;11.878;44.437
"HRADISTE";1985-06-15;123.5;11.906;39.711
"HRADISTE";1985-07-15;91.32;15.846;26.756
"HRADISTE";1985-08-15;177.27;15.017;50.212
"HRADISTE";1985-09-15;37.6;11.87;21.862
"HRADISTE";1985-10-15;21.4;6.009;16.11
"HRADISTE";1985-11-15;101;-0.855;14.85
"HRADISTE";1985-12-15;48.9;1.114;39.626
